title,author,average_rating,ratings_count,reviews_count,book_url,rating_to_review_ratio
"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,4.12,298164,35779.68,https://www.goodreads.com/book/show/131359.Death_on_the_Nile,8.33310043297109
"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,4.37,298082,35769.84,https://www.goodreads.com/book/show/6527740-last-sacrifice,8.333100368903834
"Evermore (The Immortals, #1)",Alyson Noel,3.6,297676,35721.119999999995,https://www.goodreads.com/book/show/3975774-evermore,8.333100051172776
Candide,Voltaire,3.76,296874,35624.88,https://www.goodreads.com/book/show/19380.Candide,8.333099420982725
"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,3.9,296431,35571.72,https://www.goodreads.com/book/show/307791.The_City_of_Ember,8.33309907142327
Gulliver’s Travels,Jonathan Swift,3.59,295572,35468.64,https://www.goodreads.com/book/show/7733.Gulliver_s_Travels,8.333098390623643
Black Beauty,Anna Sewell,4.0,295439,35452.68,https://www.goodreads.com/book/show/3685.Black_Beauty,8.333098284860696
Snow Crash,Neal Stephenson,4.01,294970,35396.4,https://www.goodreads.com/book/show/40651883-snow-crash,8.333097911146016
"Obsidian (Lux, #1)",Jennifer L. Armentrout,4.13,294334,35320.08,https://www.goodreads.com/book/show/12578077-obsidian,8.333097402457682
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,4.07,293866,35263.92,https://www.goodreads.com/book/show/10637766-silence,8.33309702673365
A Confederacy of Dunces,John Kennedy Toole,3.89,293861,35263.32,https://www.goodreads.com/book/show/310612.A_Confederacy_of_Dunces,8.333097022713043
The Complete Stories and Poems,Edgar Allan Poe,4.4,292891,35146.92,https://www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems,8.333096240118904
The Bluest Eye,Toni Morrison,4.13,292201,35064.119999999995,https://www.goodreads.com/book/show/11337.The_Bluest_Eye,8.333095680265746
Tuck Everlasting,Natalie Babbitt,3.91,291593,34991.159999999996,https://www.goodreads.com/book/show/84981.Tuck_Everlasting,8.333095184749956
Midnight in the Garden of Good and Evil,John Berendt,3.92,291365,34963.799999999996,https://www.goodreads.com/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil,8.33309499839839
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,4.27,290266,34831.92,https://www.goodreads.com/book/show/77566.Hyperion,8.333094096044777
Go Ask Alice,Beatrice Sparks,3.74,289869,34784.28,https://www.goodreads.com/book/show/46799.Go_Ask_Alice,8.333093768398587
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,3.98,289484,34738.08,https://www.goodreads.com/book/show/56495.The_Purpose_Driven_Life,8.33309344979775
Home Before Dark,Riley Sager,4.05,288589,34630.68,https://www.goodreads.com/book/show/50833559-home-before-dark,8.333092705869309
Lock Every Door,Riley Sager,3.89,286845,34421.4,https://www.goodreads.com/book/show/41837243-lock-every-door,8.333091242911593
"You (You, #1)",Caroline Kepnes,3.96,286606,34392.72,https://www.goodreads.com/book/show/36430011-you,8.333091041038887
A Monster Calls,Patrick Ness,4.35,286112,34333.44,https://www.goodreads.com/book/show/25480342-a-monster-calls,8.333090622710024
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,4.0,283736,34048.32,https://www.goodreads.com/book/show/46756.Oryx_and_Crake,8.33308859031546
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,4.21,283157,33978.84,https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods,8.333088089879176
White Fang,Jack London,4.05,282135,33856.2,https://www.goodreads.com/book/show/43035.White_Fang,8.33308720154059
The Martian Chronicles,Ray Bradbury,4.16,281700,33804.0,https://www.goodreads.com/book/show/76778.The_Martian_Chronicles,8.333086821476114
The Namesake,Jhumpa Lahiri,4.02,281400,33768.0,https://www.goodreads.com/book/show/33917.The_Namesake,8.333086558678078
The God Delusion,Richard Dawkins,3.9,280652,33678.24,https://www.goodreads.com/book/show/14743.The_God_Delusion,8.333085900988266
"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,4.1,280066,33607.92,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear,8.333085383285152
We Have Always Lived in the Castle,Shirley Jackson,3.92,279213,33505.56,https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,8.333084625816557
"Prodigy (Legend, #2)",Marie Lu,4.22,278711,33445.32,https://www.goodreads.com/book/show/13414446-prodigy,8.33308417787069
"Betrayed (House of Night, #2)",P.C. Cast,3.92,278529,33423.479999999996,https://www.goodreads.com/book/show/676924.Betrayed,8.333084015069195
"Pretties (Uglies, #2)",Scott Westerfeld,3.83,278118,33374.159999999996,https://www.goodreads.com/book/show/24768.Pretties,8.333083646640198
Sophie’s World,Jostein Gaarder,3.97,277581,33309.72,https://www.goodreads.com/book/show/10959.Sophie_s_World,8.333083163618198
Around the World in Eighty Days,Jules Verne,3.95,277576,33309.119999999995,https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days,8.333083159112007
Breakfast of Champions,Kurt Vonnegut Jr.,4.06,276714,33205.68,https://www.goodreads.com/book/show/4980.Breakfast_of_Champions,8.333082379810326
The Brief Wondrous Life of Oscar Wao,Junot Díaz,3.89,276303,33156.36,https://www.goodreads.com/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,8.333082006528867
Because of Winn-Dixie,Kate DiCamillo,4.1,275781,33093.72,https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie,8.333081530830295
"Odd Thomas (Odd Thomas, #1)",Dean Koontz,3.99,275210,33025.2,https://www.goodreads.com/book/show/14995.Odd_Thomas,8.333081008411504
The Historian,Elizabeth Kostova,3.8,274515,32941.799999999996,https://www.goodreads.com/book/show/30236962-the-historian,8.333080369610355
"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,3.81,274058,32886.96,https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency,8.333079947798526
"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",Jules Verne,3.89,272711,32725.32,https://www.goodreads.com/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea,8.333078696290936
"World Without End (Kingsbridge, #2)",Ken Follett,4.32,271376,32565.12,https://www.goodreads.com/book/show/5064.World_Without_End,8.333077443674592
Between Shades of Gray,Ruta Sepetys,4.37,271067,32528.039999999997,https://www.goodreads.com/book/show/7824322-between-shades-of-gray,8.333077151984812
The Phantom of the Opera,Gaston Leroux,3.96,270308,32436.96,https://www.goodreads.com/book/show/480204.The_Phantom_of_the_Opera,8.333076432673325
The Velveteen Rabbit,Margery Williams Bianco,4.31,270292,32435.039999999997,https://www.goodreads.com/book/show/144974.The_Velveteen_Rabbit,8.333076417466497
Jonathan Livingston Seagull,Richard Bach,3.86,269014,32281.68,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull,8.33307519697869
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.11,268436,32212.32,https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead,8.333074641173278
"Mort (Discworld, #4; Death, #1)",Terry Pratchett,4.24,267625,32115.0,https://www.goodreads.com/book/show/386372.Mort,8.333073857267406
"Drums of Autumn (Outlander, #4)",Diana Gabaldon,4.36,266203,31944.36,https://www.goodreads.com/book/show/40909452-drums-of-autumn,8.33307247124465
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,4.12,266167,31940.039999999997,https://www.goodreads.com/book/show/140077.Dead_to_the_World,8.333072435963263
The Pearl,John Steinbeck,3.56,264855,31782.6,https://www.goodreads.com/book/show/5308.The_Pearl,8.333071143608654
Cloud Atlas,David Mitchell,4.01,264434,31732.079999999998,https://www.goodreads.com/book/show/49628.Cloud_Atlas,8.333070726194874
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,4.04,263011,31561.32,https://www.goodreads.com/book/show/4268157-perfect-chemistry,8.33306930542495
"The Exorcist (The Exorcist, #1)",William Peter Blatty,4.21,262329,31479.48,https://www.goodreads.com/book/show/179780.The_Exorcist,8.333068619029952
A People’s History of the United States: 1492 - Present,Howard Zinn,4.08,261681,31401.719999999998,https://www.goodreads.com/book/show/2767.A_People_s_History_of_the_United_States,8.333067963539465
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,3.96,261619,31394.28,https://www.goodreads.com/book/show/110494.Living_Dead_in_Dallas,8.333067900652582
It's Kind of a Funny Story,Ned Vizzini,4.07,260885,31306.199999999997,https://www.goodreads.com/book/show/248704.It_s_Kind_of_a_Funny_Story,8.333067153881537
"The Good Earth (House of Earth, #1)",Pearl S. Buck,4.01,258796,31055.52,https://www.goodreads.com/book/show/1078.The_Good_Earth,8.333065005351534
Much Ado About Nothing,William Shakespeare,4.06,256007,30720.84,https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing,8.333062082219033
Death of a Salesman,Arthur Miller,3.59,255223,30626.76,https://www.goodreads.com/book/show/12898.Death_of_a_Salesman,8.333061249010703
David Copperfield,Charles Dickens,4.04,255126,30615.12,https://www.goodreads.com/book/show/58696.David_Copperfield,8.333061145566454
"Are You There God? It’s Me, Margaret",Judy Blume,3.95,253411,30409.32,https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret,8.333059303552215
"Chosen (House of Night, #3)",P.C. Cast,3.91,253365,30403.8,https://www.goodreads.com/book/show/1326258.Chosen,8.333059253802032
"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.12,252595,30311.399999999998,https://www.goodreads.com/book/show/43889.Wizard_s_First_Rule,8.333058418337052
Where the Heart Is,Billie Letts,4.04,252171,30260.52,https://www.goodreads.com/book/show/5168.Where_the_Heart_Is,8.333057956110599
Jonathan Strange & Mr Norrell,Susanna Clarke,3.87,251637,30196.44,https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell,8.333057371750717
A Room of One’s Own,Virginia Woolf,4.22,251106,30132.719999999998,https://www.goodreads.com/book/show/18521.A_Room_of_One_s_Own,8.333056788209355
Are You My Mother?,P.D. Eastman,4.22,251083,30129.96,https://www.goodreads.com/book/show/197084.Are_You_My_Mother_,8.333056762877785
Final Girls,Riley Sager,3.82,250657,30078.84,https://www.goodreads.com/book/show/32796253-final-girls,8.333056292852621
Just Listen,Sarah Dessen,4.05,250098,30011.76,https://www.goodreads.com/book/show/51738.Just_Listen,8.333055673653472
Cold Mountain,Charles Frazier,3.89,248750,29850.0,https://www.goodreads.com/book/show/10920.Cold_Mountain,8.333054169039563
The Complete Maus,Art Spiegelman,4.58,248450,29814.0,https://www.goodreads.com/book/show/15195.The_Complete_Maus,8.333053831963777
Heartless,Marissa Meyer,4.09,248071,29768.52,https://www.goodreads.com/book/show/18584855-heartless,8.333053404959166
The Polar Express,Chris Van Allsburg,4.32,246969,29636.28,https://www.goodreads.com/book/show/420282.The_Polar_Express,8.333052155933338
Message in a Bottle,Nicholas Sparks,3.98,246566,29587.92,https://www.goodreads.com/book/show/3478.Message_in_a_Bottle,8.33305169637824
"Unwind (Unwind, #1)",Neal Shusterman,4.17,246211,29545.32,https://www.goodreads.com/book/show/764347.Unwind,8.333051290312973
Love You Forever,Robert Munsch,4.38,245889,29506.68,https://www.goodreads.com/book/show/310259.Love_You_Forever,8.333050920980572
"Left Behind (Left Behind, #1)",Tim LaHaye,3.86,244904,29388.48,https://www.goodreads.com/book/show/27523.Left_Behind,8.33304978516122
The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.19,243939,29272.68,https://www.goodreads.com/book/show/391729.The_Tell_Tale_Heart_and_Other_Writings,8.333048663509336
"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,4.02,243937,29272.44,https://www.goodreads.com/book/show/140082.Club_Dead,8.333048661175456
"Torment (Fallen, #2)",Lauren Kate,3.84,243889,29266.68,https://www.goodreads.com/book/show/7740152-torment,8.3330486051508
"Untamed (House of Night, #4)",P.C. Cast,3.94,243869,29264.28,https://www.goodreads.com/book/show/2866718-untamed,8.333048581800687
Starship Troopers,Robert A. Heinlein,4.01,243301,29196.12,https://www.goodreads.com/book/show/17214.Starship_Troopers,8.333047917054833
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,242816,29137.92,https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,8.33304734698472
The Long Walk,Richard  Bachman,4.05,242494,29099.28,https://www.goodreads.com/book/show/9014.The_Long_Walk,8.333046967245677
Uncle Tom’s Cabin,Harriet Beecher Stowe,3.92,240608,28872.96,https://www.goodreads.com/book/show/46787.Uncle_Tom_s_Cabin,8.33304472264975
Veronika Decides to Die,Paulo Coelho,3.74,239008,28680.96,https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die,8.333042790660052
No Country for Old Men,Cormac McCarthy,4.17,237885,28546.2,https://www.goodreads.com/book/show/12497.No_Country_for_Old_Men,8.333041419123417
The Wind in the Willows,Kenneth Grahame,4.02,237069,28448.28,https://www.goodreads.com/book/show/5659.The_Wind_in_the_Willows,8.333040414379555
The World According to Garp,John Irving,4.11,236956,28434.719999999998,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,8.333040274696755
Franny and Zooey,J.D. Salinger,3.96,236894,28427.28,https://www.goodreads.com/book/show/5113.Franny_and_Zooey,8.33304019800002
No Longer Human,Osamu Dazai,3.95,236760,28411.2,https://www.goodreads.com/book/show/194746.No_Longer_Human,8.333040032098888
The Forgotten Garden,Kate Morton,4.15,235924,28310.879999999997,https://www.goodreads.com/book/show/3407877-the-forgotten-garden,8.333038992818564
The Canterbury Tales,Geoffrey Chaucer,3.52,235658,28278.96,https://www.goodreads.com/book/show/2696.The_Canterbury_Tales,8.333038660592166
Shantaram,Gregory David Roberts,4.28,235401,28248.12,https://www.goodreads.com/book/show/33600.Shantaram,8.333038338893388
"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.85,234144,28097.28,https://www.goodreads.com/book/show/43448.Flowers_in_the_Attic,8.3330367552747
King Lear,William Shakespeare,3.91,234137,28096.44,https://www.goodreads.com/book/show/12938.King_Lear,8.333036746408213
"Oedipus Rex  (The Theban Plays, #1)",Sophocles,3.72,233677,28041.239999999998,https://www.goodreads.com/book/show/1554.Oedipus_Rex,8.333036162589009
"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,4.5,232625,27915.0,https://www.goodreads.com/book/show/7938275-the-hunger-games-trilogy-boxset,8.33303481874194
"The Angel Experiment (Maximum Ride, #1)",James  Patterson,4.07,232462,27895.44,https://www.goodreads.com/book/show/13152.The_Angel_Experiment,8.333034609434035
The Westing Game,Ellen Raskin,3.99,231813,27817.559999999998,https://www.goodreads.com/book/show/902.The_Westing_Game,8.333033773135634
"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,4.34,231307,27756.84,https://www.goodreads.com/book/show/64216.Guards_Guards_,8.333033117850668
"Champion (Legend, #3)",Marie Lu,4.31,231173,27740.76,https://www.goodreads.com/book/show/14290364-champion,8.333032943836296
A Separate Peace,John Knowles,3.6,230387,27646.44,https://www.goodreads.com/book/show/5148.A_Separate_Peace,8.333031919049287
Stoner,John  Williams,4.35,229820,27578.399999999998,https://www.goodreads.com/book/show/166997.Stoner,8.33303117544254
The Reader,Bernhard Schlink,3.79,228108,27372.96,https://www.goodreads.com/book/show/101299.The_Reader,8.333028907764898
"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,4.57,227782,27333.84,https://www.goodreads.com/book/show/256008.Lonesome_Dove,8.333028472089099
The Truth About Forever,Sarah Dessen,4.12,225924,27110.879999999997,https://www.goodreads.com/book/show/51737.The_Truth_About_Forever,8.33302596500132
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,3.8,225321,27038.52,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty,8.33302514245815
"The Fiery Cross (Outlander, #5)",Diana Gabaldon,4.26,224384,26926.079999999998,https://www.goodreads.com/book/show/10967.The_Fiery_Cross,8.333023855538737
The Awakening,Kate Chopin,3.69,224077,26889.239999999998,https://www.goodreads.com/book/show/58345.The_Awakening,8.333023431549886
"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,4.01,223929,26871.48,https://www.goodreads.com/book/show/170210.Dead_as_a_Doornail,8.333023226736051
The Republic,Plato,3.97,222036,26644.32,https://www.goodreads.com/book/show/30289.The_Republic,8.333020582976673
"The Passage (The Passage, #1)",Justin Cronin,4.05,221256,26550.719999999998,https://www.goodreads.com/book/show/6690798-the-passage,8.333019480470568
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,4.23,221115,26533.8,https://www.goodreads.com/book/show/77390.Anne_of_Avonlea,8.333019280341288
Grimm's Fairy Tales,Jacob Grimm,4.23,219875,26385.0,https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales,8.333017509285227
Shutter Island,Dennis Lehane,4.13,219619,26354.28,https://www.goodreads.com/book/show/21686.Shutter_Island,8.333017141157294
Choke,Chuck Palahniuk,3.71,219421,26330.52,https://www.goodreads.com/book/show/29059.Choke,8.333016855844251
Waiting for Godot,Samuel Beckett,3.84,218678,26241.36,https://www.goodreads.com/book/show/17716.Waiting_for_Godot,8.333015780592904
Different Seasons,Stephen        King,4.36,218515,26221.8,https://www.goodreads.com/book/show/39662.Different_Seasons,8.333015543725308
"The Iron King (The Iron Fey, #1)",Julie Kagawa,3.87,217906,26148.719999999998,https://www.goodreads.com/book/show/6644117-the-iron-king,8.333014655606256
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.16,217756,26130.719999999998,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,8.33301443609529
The Neverending Story,Michael Ende,4.18,217746,26129.52,https://www.goodreads.com/book/show/27712.The_Neverending_Story,8.333014421450473
"Sabriel (Abhorsen, #1)",Garth Nix,4.16,216800,26016.0,https://www.goodreads.com/book/show/518848.Sabriel,8.333013029941961
Keep It in the Family,John Marrs,4.07,216635,25996.2,https://www.goodreads.com/book/show/60109530-keep-it-in-the-family,8.333012785992338
Julius Caesar,William Shakespeare,3.71,216565,25987.8,https://www.goodreads.com/book/show/13006.Julius_Caesar,8.33301268238626
The Complete Sherlock Holmes,Arthur Conan Doyle,4.51,215207,25824.84,https://www.goodreads.com/book/show/188572.The_Complete_Sherlock_Holmes,8.333010659091824
The Hunchback of Notre-Dame,Victor Hugo,4.02,215037,25804.44,https://www.goodreads.com/book/show/30597.The_Hunchback_of_Notre_Dame,8.333010404007837
The Prince of Tides,Pat Conroy,4.26,214746,25769.52,https://www.goodreads.com/book/show/16735.The_Prince_of_Tides,8.333009966426754
"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice,4.11,213912,25669.44,https://www.goodreads.com/book/show/43814.The_Vampire_Lestat,8.333008705733132
"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,4.18,213435,25612.2,https://www.goodreads.com/book/show/7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish,8.333007980260177
The Left Hand of Darkness,Ursula K. Le Guin,4.1,213302,25596.239999999998,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,8.333007777401003
High Fidelity,Nick Hornby,3.9,213076,25569.12,https://www.goodreads.com/book/show/285092.High_Fidelity,8.333007432112169
"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,4.13,211827,25419.239999999998,https://www.goodreads.com/book/show/40605251-the-mists-of-avalon,8.333005510569532
The Idiot,Fyodor Dostoevsky,4.21,210944,25313.28,https://www.goodreads.com/book/show/12505.The_Idiot,8.333004138375653
The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,210817,25298.04,https://www.goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay,8.333003940070453
"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,4.02,210419,25250.28,https://www.goodreads.com/book/show/140079.Definitely_Dead,8.333003317059571
To the Lighthouse,Virginia Woolf,3.81,209868,25184.16,https://www.goodreads.com/book/show/59716.To_the_Lighthouse,8.33300245064951
"Heidi (Heidi, #1-2)",Johanna Spyri,4.04,209673,25160.76,https://www.goodreads.com/book/show/93.Heidi,8.333002142934358
"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,4.16,209603,25152.36,https://www.goodreads.com/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,8.333002032332857
Steppenwolf,Hermann Hesse,4.13,209588,25150.559999999998,https://www.goodreads.com/book/show/16631.Steppenwolf,8.333002008622925
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.19,209393,25127.16,https://www.goodreads.com/book/show/3109.The_Omnivore_s_Dilemma,8.333001700084687
"Gone (Gone, #1)",Michael  Grant,3.87,209148,25097.76,https://www.goodreads.com/book/show/2536134.Gone,8.333001311618583
"Shōgun (Asian Saga, #1)",James Clavell,4.41,208836,25060.32,https://www.goodreads.com/book/show/52382796-sh-gun,8.333000815599497
We Need to Talk About Kevin,Lionel Shriver,4.08,208685,25042.2,https://www.goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin,8.33300057500639
No Exit,Taylor  Adams,3.99,208600,25032.0,https://www.goodreads.com/book/show/35522836-no-exit,8.333000439419965
Breakfast at Tiffany’s and Three Stories,Truman Capote,3.87,207814,24937.68,https://www.goodreads.com/book/show/251688.Breakfast_at_Tiffany_s_and_Three_Stories,8.33299918038966
"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,4.15,207722,24926.64,https://www.goodreads.com/book/show/19302.Pippi_Longstocking,8.332999032399377
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,4.15,204911,24589.32,https://www.goodreads.com/book/show/10576365-the-darkest-minds,8.332994446595245
Interpreter of Maladies,Jhumpa Lahiri,4.18,204199,24503.879999999997,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies,8.33299326501497
"Walking Disaster (Beautiful, #2)",Jamie McGuire,4.14,203973,24476.76,https://www.goodreads.com/book/show/15745950-walking-disaster,8.33299288823814
"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,3.98,202952,24354.239999999998,https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,8.332991175615597
"Specials (Uglies, #3)",Scott Westerfeld,3.75,202771,24332.52,https://www.goodreads.com/book/show/24765.Specials,8.332990870207023
Inferno,Dante Alighieri,4.03,202375,24285.0,https://www.goodreads.com/book/show/15645.Inferno,8.332990200115292
"Walden or, Life in the Woods",Henry David Thoreau,3.77,202033,24243.96,https://www.goodreads.com/book/show/16902.Walden_or_Life_in_the_Woods,8.332989619285822
"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,4.32,201173,24140.76,https://www.goodreads.com/book/show/35729.Lover_Eternal,8.332988149994035
The White Tiger,Aravind Adiga,3.77,200959,24115.079999999998,https://www.goodreads.com/book/show/1768603.The_White_Tiger,8.332987782425668
The Merchant of Venice,William Shakespeare,3.78,200321,24038.52,https://www.goodreads.com/book/show/24128.The_Merchant_of_Venice,8.332986681930421
Invisible Man,Ralph Ellison,3.92,199816,23977.92,https://www.goodreads.com/book/show/16981.Invisible_Man,8.332985805866153
A Room with a View,E.M. Forster,3.89,199104,23892.48,https://www.goodreads.com/book/show/3087.A_Room_with_a_View,8.332984563152793
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,4.1,197814,23737.68,https://www.goodreads.com/book/show/15863832-angelfall,8.332982288821452
The Elegance of the Hedgehog,Muriel Barbery,3.8,197355,23682.6,https://www.goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog,8.332981472411289
The Corrections,Jonathan Franzen,3.84,195639,23476.68,https://www.goodreads.com/book/show/3805.The_Corrections,8.332978386280075
House of Leaves,Mark Z. Danielewski,4.09,194219,23306.28,https://www.goodreads.com/book/show/24800.House_of_Leaves,8.332975791254922
"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,4.2,193733,23247.96,https://www.goodreads.com/book/show/2373.The_Bone_Collector,8.332974894360866
The Cider House Rules,John Irving,4.17,193681,23241.719999999998,https://www.goodreads.com/book/show/4687.The_Cider_House_Rules,8.33297479813034
The Sound and the Fury,William Faulkner,3.86,193524,23222.879999999997,https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury,8.33297450727441
Snow Falling on Cedars,David Guterson,3.86,193077,23169.239999999998,https://www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars,8.332973676578233
"Fire (Graceling Realm, #2)",Kristin Cashore,4.09,193073,23168.76,https://www.goodreads.com/book/show/6137154-fire,8.332973669127346
"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,3.84,192855,23142.6,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,8.332973262586634
Twelfth Night,William Shakespeare,3.96,192318,23078.16,https://www.goodreads.com/book/show/1625.Twelfth_Night,8.332972257222533
The Age of Innocence,Edith Wharton,3.97,191999,23039.879999999997,https://www.goodreads.com/book/show/53835.The_Age_of_Innocence,8.332971657332534
The Marriage Portrait,Maggie O'Farrell,4.01,191542,22985.04,https://www.goodreads.com/book/show/60353768-the-marriage-portrait,8.332970794447412
"Bloodlines (Bloodlines, #1)",Richelle Mead,4.2,190440,22852.8,https://www.goodreads.com/book/show/8709527-bloodlines,8.33296869667189
What Lies in the Woods,Kate Alice Marshall,3.94,190307,22836.84,https://www.goodreads.com/book/show/60784373-what-lies-in-the-woods,8.332968441849141
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.01,190152,22818.239999999998,https://www.goodreads.com/book/show/11408650-the-unbecoming-of-mara-dyer,8.332968144425495
"Hunted (House of Night, #5)",P.C. Cast,3.93,190071,22808.52,https://www.goodreads.com/book/show/4134071-hunted,8.332967988804674
"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,4.44,189479,22737.48,https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes,8.332966847388215
"Darkfever (Fever, #1)",Karen Marie Moning,4.05,188983,22677.96,https://www.goodreads.com/book/show/112750.Darkfever,8.33296588556089
The Invention of Hugo Cabret,Brian Selznick,4.22,188617,22634.04,https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret,8.332965172581979
"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,4.43,188077,22569.239999999998,https://www.goodreads.com/book/show/42900.Lover_Awakened,8.332964115578745
"The Dark Tower (The Dark Tower, #7)",Stephen        King,4.29,186810,22417.2,https://www.goodreads.com/book/show/5091.The_Dark_Tower,8.33296161154776
"Finale (Hush, Hush, #4)",Becca Fitzpatrick,4.11,185434,22252.079999999998,https://www.goodreads.com/book/show/12751687-finale,8.332958853336258
As I Lay Dying,William Faulkner,3.72,183993,22079.16,https://www.goodreads.com/book/show/77013.As_I_Lay_Dying,8.33295592060927
Everything is Illuminated,Jonathan Safran Foer,3.89,183212,21985.44,https://www.goodreads.com/book/show/256566.Everything_is_Illuminated,8.33295431183948
A Heartbreaking Work of Staggering Genius,Dave Eggers,3.69,183049,21965.879999999997,https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius,8.332953974346836
North and South,Elizabeth Gaskell,4.15,180848,21701.76,https://www.goodreads.com/book/show/156538.North_and_South,8.332949357593229
"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore,4.22,180484,21658.079999999998,https://www.goodreads.com/book/show/28881.Lamb,8.332948583226989
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.06,180196,21623.52,https://www.goodreads.com/book/show/40024.The_Alienist,8.332947968324845
