title,author,average_rating,ratings_count,reviews_count,book_url,rating_to_review_ratio
A Tale of Two Cities,Charles Dickens,3.88,1001619,120194.28,https://www.goodreads.com/book/show/1953.A_Tale_of_Two_Cities,8.333264001714543
Macbeth,William Shakespeare,3.89,1000601,120072.12,https://www.goodreads.com/book/show/8852.Macbeth,8.333263931177935
"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.13,999253,119910.36,https://www.goodreads.com/book/show/36381037-cinder,8.333263837554673
"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4.45,994452,119334.23999999999,https://www.goodreads.com/book/show/32075671-the-hate-u-give,8.33326350204684
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.39,994363,119323.56,https://www.goodreads.com/book/show/8664353-unbroken,8.333263495796674
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.11,985853,118302.36,https://www.goodreads.com/book/show/1582996.City_of_Ashes,8.333262892955872
American Gods,Neil Gaiman,4.1,982952,117954.23999999999,https://www.goodreads.com/book/show/30165203-american-gods,8.333262685065963
The Grapes of Wrath,John Steinbeck,4.02,978785,117454.2,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,8.33326238429631
The Girl Who Played with Fire (Millennium #2),Stieg Larsson,4.26,976301,117156.12,https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire,8.333262203782407
The Secret History,Donna Tartt,4.16,973697,116843.64,https://www.goodreads.com/book/show/29044.The_Secret_History,8.333262013559201
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,3.83,965956,115914.72,https://www.goodreads.com/book/show/11857408-fifty-shades-darker,8.333261442020117
Emma,Jane Austen,4.05,960154,115218.48,https://www.goodreads.com/book/show/6969.Emma,8.333261007600452
"If I Stay (If I Stay, #1)",Gayle Forman,3.91,959542,115145.04,https://www.goodreads.com/book/show/4374400-if-i-stay,8.33326096147119
Project Hail Mary,Andy Weir,4.5,953631,114435.72,https://www.goodreads.com/book/show/54493401-project-hail-mary,8.333260512884326
The Boy in the Striped Pajamas,John Boyne,4.16,945934,113512.08,https://www.goodreads.com/book/show/39999.The_Boy_in_the_Striped_Pajamas,8.333259920354553
The Princess Bride,William Goldman,4.27,940504,112860.48,https://www.goodreads.com/book/show/21787.The_Princess_Bride,8.333259496508463
Then She Was Gone,Lisa Jewell,4.04,938770,112652.4,https://www.goodreads.com/book/show/35297426-then-she-was-gone,8.333259360125838
"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,4.34,927950,111354.0,https://www.goodreads.com/book/show/26032912-the-queen-of-nothing,8.333258497597773
Lolita,Vladimir Nabokov,3.87,927810,111337.2,https://www.goodreads.com/book/show/7604.Lolita,8.333258486305688
"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,4.29,926595,111191.4,https://www.goodreads.com/book/show/7736182-the-lost-hero,8.33325838816322
"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,4.49,922476,110697.12,https://www.goodreads.com/book/show/68428.Mistborn,8.333258053524306
"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,4.17,918245,110189.4,https://www.goodreads.com/book/show/6310.Charlie_and_the_Chocolate_Factory,8.333257706660472
Anna Karenina,Leo Tolstoy,4.1,914605,109752.59999999999,https://www.goodreads.com/book/show/15823480-anna-karenina,8.333257405679632
The Scarlet Letter,Nathaniel Hawthorne,3.44,906605,108792.59999999999,https://www.goodreads.com/book/show/12296.The_Scarlet_Letter,8.333256735690336
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,3.83,905652,108678.23999999999,https://www.goodreads.com/book/show/13536860-fifty-shades-freed,8.333256655088865
A Christmas Carol,Charles Dickens,4.09,901970,108236.4,https://www.goodreads.com/book/show/5326.A_Christmas_Carol,8.333256342077693
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,4.37,899545,107945.4,https://www.goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea,8.333256134526025
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,4.01,889665,106759.8,https://www.goodreads.com/book/show/1202.Freakonomics,8.333255277217855
A Little Life,Hanya Yanagihara,4.29,883701,106044.12,https://www.goodreads.com/book/show/22822858-a-little-life,8.333254750430761
Catch-22,Joseph Heller,3.99,877862,105343.44,https://www.goodreads.com/book/show/168668.Catch_22,8.333254227750416
The Woman in the Window,A.J. Finn,3.94,871316,104557.92,https://www.goodreads.com/book/show/40389527-the-woman-in-the-window,8.33325363345375
"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.31,870065,104407.8,https://www.goodreads.com/book/show/7171637-clockwork-angel,8.333253518860479
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,4.43,862906,103548.72,https://www.goodreads.com/book/show/40495957-heartstopper,8.333252856695315
Great Expectations,Charles Dickens,3.8,862687,103522.44,https://www.goodreads.com/book/show/2623.Great_Expectations,8.333252836265874
"The Elite (The Selection, #2)",Kiera Cass,3.94,857679,102921.48,https://www.goodreads.com/book/show/16248068-the-elite,8.333252366246908
Siddhartha,Hermann Hesse,4.08,856590,102790.8,https://www.goodreads.com/book/show/52036.Siddhartha,8.333252263312833
"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,3.75,849760,101971.2,https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end,8.33325161171378
Man's Search for Meaning,Viktor E. Frankl,4.37,846275,101553.0,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,8.333251275183645
A Walk to Remember,Nicholas Sparks,4.2,840273,100832.76,https://www.goodreads.com/book/show/35545737-a-walk-to-remember,8.333250689054935
"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.55,835681,100281.72,https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,8.33325023493579
Green Eggs and Ham,Dr. Seuss,4.31,835501,100260.12,https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham,8.333250217033283
Les Misérables,Victor Hugo,4.21,834878,100185.36,https://www.goodreads.com/book/show/24280.Les_Mis_rables,8.333250155011122
Room,Emma Donoghue,4.08,828542,99425.04,https://www.goodreads.com/book/show/31685789-room,8.333249518938903
Never Let Me Go,Kazuo Ishiguro,3.85,827385,99286.2,https://www.goodreads.com/book/show/6334.Never_Let_Me_Go,8.333249401735571
"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,3.95,825696,99083.51999999999,https://www.goodreads.com/book/show/58763686-haunting-adeline,8.333249230051274
Misery,Stephen        King,4.23,825112,99013.44,https://www.goodreads.com/book/show/10614.Misery,8.333249170525026
Dark Places,Gillian Flynn,3.94,824846,98981.51999999999,https://www.goodreads.com/book/show/5886881-dark-places,8.333249143384105
"Powerless (The Powerless Trilogy, #1)",Lauren  Roberts,4.17,824078,98889.36,https://www.goodreads.com/book/show/75513900-powerless,8.333249064924022
Carrie,Stephen        King,3.99,822910,98749.2,https://www.goodreads.com/book/show/10592.Carrie,8.333248945318593
"A Time to Kill (Jake Brigance, #1)",John Grisham,4.12,822309,98677.08,https://www.goodreads.com/book/show/32542.A_Time_to_Kill,8.333248883642648
"Caraval (Caraval, #1)",Stephanie Garber,3.97,821141,98536.92,https://www.goodreads.com/book/show/27883214-caraval,8.333248763521699
The Stand,Stephen        King,4.35,820961,98515.31999999999,https://www.goodreads.com/book/show/149267.The_Stand,8.333248744979512
"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,4.35,816205,97944.59999999999,https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth,8.333248252090957
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,4.25,814950,97794.0,https://www.goodreads.com/book/show/12067.Good_Omens,8.333248121069584
"Matched (Matched, #1)",Ally Condie,3.62,811436,97372.31999999999,https://www.goodreads.com/book/show/7735333-matched,8.333247752053643
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.16,808113,96973.56,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,8.333247400142882
"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,4.22,805508,96660.95999999999,https://www.goodreads.com/book/show/52831200-from-blood-and-ash,8.333247122239193
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,3.71,799264,95911.68,https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic,8.333246448749009
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.19,798844,95861.28,https://www.goodreads.com/book/show/39832183-the-guernsey-literary-and-potato-peel-pie-society,8.333246403069069
The Five People You Meet in Heaven,Mitch Albom,4.01,788828,94659.36,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven,8.333245299299517
The Poisonwood Bible,Barbara Kingsolver,4.11,784707,94164.84,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,8.333244836981224
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.17,781771,93812.51999999999,https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,8.333244504630038
Fangirl,Rainbow Rowell,3.94,775085,93010.2,https://www.goodreads.com/book/show/16068905-fangirl,8.333243738388495
Girl with a Pearl Earring,Tracy Chevalier,3.93,773080,92769.59999999999,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring,8.33324350602454
One Flew Over the Cuckoo’s Nest,Ken Kesey,4.2,771888,92626.56,https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,8.333243367308823
"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,4.24,769523,92342.76,https://www.goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest,8.333243090816316
Coraline,Neil Gaiman,4.13,766887,92026.44,https://www.goodreads.com/book/show/17061.Coraline,8.333242780631515
"The One (The Selection, #3)",Kiera Cass,4.14,764639,91756.68,https://www.goodreads.com/book/show/18635016-the-one,8.333242514414053
Persuasion,Jane Austen,4.15,759950,91194.0,https://www.goodreads.com/book/show/2156.Persuasion,8.333241954054499
A Clockwork Orange,Anthony Burgess,4.0,758538,91024.56,https://www.goodreads.com/book/show/41817486-a-clockwork-orange,8.333241783956067
"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.57,749382,89925.84,https://www.goodreads.com/book/show/22299763-crooked-kingdom,8.333240665412017
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,4.0,746044,89525.28,https://www.goodreads.com/book/show/397483.The_Devil_in_the_White_City,8.333240250795633
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,4.26,743710,89245.2,https://www.goodreads.com/book/show/51335759-good-girl-bad-blood,8.333239958676112
The Color Purple,Alice Walker,4.28,742367,89084.04,https://www.goodreads.com/book/show/52892857-the-color-purple,8.333239789755947
"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,3.92,738449,88613.87999999999,https://www.goodreads.com/book/show/6339664-hush-hush,8.333239293445978
Behind Closed Doors,B.A. Paris,3.97,732936,87952.31999999999,https://www.goodreads.com/book/show/29437949-behind-closed-doors,8.333238586104539
"The Woman in Cabin 10 (Lo Blacklock, #1)",Ruth Ware,3.73,732174,87860.87999999999,https://www.goodreads.com/book/show/28187230-the-woman-in-cabin-10,8.33323848749879
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.11,731385,87766.2,https://www.goodreads.com/book/show/13104080-unravel-me,8.33323838518262
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.85,730001,87600.12,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants,8.333238205173632
"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.34,729669,87560.28,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,8.333238161890735
The Lord of the Rings,J.R.R. Tolkien,4.54,721144,86537.28,https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings,8.333237036835028
In Cold Blood,Truman Capote,4.09,716263,85951.56,https://www.goodreads.com/book/show/168642.In_Cold_Blood,8.333236380626708
Me Talk Pretty One Day,David Sedaris,4.01,716084,85930.08,https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day,8.333236356391657
"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,4.2,711744,85409.28,https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express,8.333235765062472
Local Woman Missing,Mary Kubica,4.12,709629,85155.48,https://www.goodreads.com/book/show/57361474-local-woman-missing,8.333235474270426
Norwegian Wood,Haruki Murakami,3.99,708518,85022.16,https://www.goodreads.com/book/show/11297.Norwegian_Wood,8.333235320823173
Rebecca,Daphne du Maurier,4.25,706756,84810.72,https://www.goodreads.com/book/show/17899948-rebecca,8.33323507647292
"Better Than the Movies (Better Than the Movies, #1)",Lynn Painter,4.26,705978,84717.36,https://www.goodreads.com/book/show/55710822-better-than-the-movies,8.333234968193436
The Joy Luck Club,Amy Tan,3.97,705566,84667.92,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,8.333234910755918
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,4.0,705393,84647.16,https://www.goodreads.com/book/show/11505797-beautiful-disaster,8.333234886617737
"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,4.31,704788,84574.56,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind,8.333234802110681
"Uglies (Uglies, #1)",Scott Westerfeld,3.84,703648,84437.76,https://www.goodreads.com/book/show/24770.Uglies,8.333234642479354
"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",C.S. Lewis,4.28,698575,83829.0,https://www.goodreads.com/book/show/11127.The_Chronicles_of_Narnia,8.333233925802219
Deception Point,Dan    Brown,3.76,694342,83321.04,https://www.goodreads.com/book/show/976.Deception_Point,8.333233319779497
The Couple Next Door,Shari Lapena,3.8,693536,83224.31999999999,https://www.goodreads.com/book/show/28815474-the-couple-next-door,8.333233203549113
"Red Rising (Red Rising Saga, #1)",Pierce Brown,4.27,693420,83210.4,https://www.goodreads.com/book/show/15839976-red-rising,8.333233186798925
The Paris Apartment,Lucy Foley,3.65,692247,83069.64,https://www.goodreads.com/book/show/58468990-the-paris-apartment,8.33323301710448
The Shack: Where Tragedy Confronts Eternity,William Paul Young,3.84,685808,82296.95999999999,https://www.goodreads.com/book/show/40874325-the-shack,8.333232075254356
Pet Sematary,Stephen        King,4.08,677886,81346.31999999999,https://www.goodreads.com/book/show/33124137-pet-sematary,8.333230891933503
"Vampire Academy (Vampire Academy, #1)",Richelle Mead,4.1,675930,81111.59999999999,https://www.goodreads.com/book/show/345627.Vampire_Academy,8.333230595493179
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,3.51,673511,80821.31999999999,https://www.goodreads.com/book/show/37442.Wicked,8.333230226501788
"Hopeless (Hopeless, #1)",Colleen Hoover,4.22,668837,80260.44,https://www.goodreads.com/book/show/15717943-hopeless,8.333229505974476
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.29,667817,80138.04,https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,8.33322934739423
"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,4.47,664068,79688.16,https://www.goodreads.com/book/show/12127750-the-mark-of-athena,8.333228760348334
Digital Fortress,Dan    Brown,3.7,660205,79224.59999999999,https://www.goodreads.com/book/show/11125.Digital_Fortress,8.33322814847726
Middlesex,Jeffrey Eugenides,4.04,659358,79122.95999999999,https://www.goodreads.com/book/show/2187.Middlesex,8.333228013360303
Pretty Girls,Karin Slaughter,4.01,658314,78997.68,https://www.goodreads.com/book/show/25574782-pretty-girls,8.3332278463387
"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,4.4,656738,78808.56,https://www.goodreads.com/book/show/9520360-the-son-of-neptune,8.333227593200622
"The Gunslinger (The Dark Tower, #1)",Stephen        King,3.91,654501,78540.12,https://www.goodreads.com/book/show/43615.The_Gunslinger,8.33322723179909
"Angela’s Ashes (Frank McCourt, #1)",Frank McCourt,4.15,653413,78409.56,https://www.goodreads.com/book/show/252577.Angela_s_Ashes,8.33322705513135
The Ocean at the End of the Lane,Neil Gaiman,4.02,652774,78332.87999999999,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane,8.333226951097023
Archer's Voice,Mia Sheridan,4.17,650993,78119.16,https://www.goodreads.com/book/show/32822135-archer-s-voice,8.333226660058044
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.83,648925,77871.0,https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde,8.333226320115061
"Ignite Me (Shatter Me, #3)",Tahereh Mafi,4.45,646442,77573.04,https://www.goodreads.com/book/show/13188676-ignite-me,8.333225909079895
"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,3.76,644695,77363.4,https://www.goodreads.com/book/show/6411961-the-lost-symbol,8.3332256179845
’Salem’s Lot,Stephen        King,4.1,643271,77192.52,https://www.goodreads.com/book/show/11590._Salem_s_Lot,8.333225379539629
"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.66,640391,76846.92,https://www.goodreads.com/book/show/7235533-the-way-of-kings,8.333224894050483
"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,4.02,638419,76610.28,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,8.33322455909887
The Firm,John Grisham,4.06,636307,76356.84,https://www.goodreads.com/book/show/5358.The_Firm,8.33322419806532
"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,4.07,634862,76183.44,https://www.goodreads.com/book/show/6752378-city-of-fallen-angels,8.333223949667412
Fight Club,Chuck Palahniuk,4.18,633445,76013.4,https://www.goodreads.com/book/show/36236124-fight-club,8.333223704982215
"The Scorch Trials (The Maze Runner, #2)",James Dashner,3.89,632291,75874.92,https://www.goodreads.com/book/show/7631105-the-scorch-trials,8.33322350490116
Turtles All the Way Down,John Green,3.88,632140,75856.8,https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down,8.333223478666662
The Red Tent,Anita Diamant,4.2,626709,75205.08,https://www.goodreads.com/book/show/4989.The_Red_Tent,8.333222526689331
11/22/63,Stephen        King,4.35,625622,75074.64,https://www.goodreads.com/book/show/10644930-11-22-63,8.33322233416858
Speak,Laurie Halse Anderson,4.05,625498,75059.76,https://www.goodreads.com/book/show/39280444-speak,8.333222312164173
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.38,621689,74602.68,https://www.goodreads.com/book/show/68429.The_Well_of_Ascension,8.333221631962392
All the Bright Places,Jennifer Niven,4.11,619925,74391.0,https://www.goodreads.com/book/show/18460392-all-the-bright-places,8.333221314119799
"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,3.77,618353,74202.36,https://www.goodreads.com/book/show/6304335-beautiful-creatures,8.333221029344223
Dear John,Nicholas Sparks,4.04,615510,73861.2,https://www.goodreads.com/book/show/5526.Dear_John,8.333220510626546
East of Eden,John Steinbeck,4.43,614054,73686.48,https://www.goodreads.com/book/show/4406.East_of_Eden,8.333220243113214
"Fallen (Fallen, #1)",Lauren Kate,3.72,613927,73671.23999999999,https://www.goodreads.com/book/show/6487308-fallen,8.333220219719125
Number the Stars,Lois Lowry,4.19,612085,73450.2,https://www.goodreads.com/book/show/47281.Number_the_Stars,8.333219879321236
The Memory Keeper's Daughter,Kim Edwards,3.7,610229,73227.48,https://www.goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter,8.33321953425771
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.55,609632,73155.84,https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear,8.333219422818154
"Moby-Dick or, The Whale",Herman Melville,3.56,607162,72859.44,https://www.goodreads.com/book/show/153747.Moby_Dick_or_The_Whale,8.333218959424347
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,4.06,604216,72505.92,https://www.goodreads.com/book/show/55987278-once-upon-a-broken-heart,8.333218401774618
Alice’s Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,4.06,601512,72181.44,https://www.goodreads.com/book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass,8.333217885125523
"The Magician’s Nephew (Chronicles of Narnia, #6)",C.S. Lewis,4.05,593158,71178.95999999999,https://www.goodreads.com/book/show/65605.The_Magician_s_Nephew,8.333216259183063
"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,4.19,592973,71156.76,https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy,8.333216222657937
Watchmen,Alan             Moore,4.39,589338,70720.56,https://www.goodreads.com/book/show/472331.Watchmen,8.333215500336815
"Foundation (Foundation, #1)",Isaac Asimov,4.17,586006,70320.72,https://www.goodreads.com/book/show/29579.Foundation,8.33321483035398
"Inferno (Robert Langdon, #4)",Dan    Brown,3.9,584775,70173.0,https://www.goodreads.com/book/show/17212231-inferno,8.333214580898908
Bridge to Terabithia,Katherine Paterson,4.06,583095,69971.4,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia,8.333214238756996
"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,4.19,581411,69769.31999999999,https://www.goodreads.com/book/show/228665.The_Eye_of_the_World,8.333213893816168
"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,4.26,581396,69767.52,https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs,8.333213890734674
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.1,581321,69758.52,https://www.goodreads.com/book/show/36336078-call-me-by-your-name,8.33321387532483
"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.42,580852,69702.23999999999,https://www.goodreads.com/book/show/10025305-clockwork-prince,8.333213778871686
"The Cat in the Hat (Cat in the Hat, #1)",Dr. Seuss,4.19,578802,69456.23999999999,https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat,8.33321335543998
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.05,575232,69027.84,https://www.goodreads.com/book/show/6853.One_for_the_Money,8.333212610844974
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.3,573117,68774.04,https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings,8.333212165343706
A Flicker in the Dark,Stacy Willingham,3.98,572985,68758.2,https://www.goodreads.com/book/show/57693172-a-flicker-in-the-dark,8.333212137430337
A Midsummer Night’s Dream,William Shakespeare,3.94,571500,68580.0,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,8.333211822516441
The Last Song,Nicholas Sparks,4.16,569521,68342.52,https://www.goodreads.com/book/show/6400090-the-last-song,8.333211400290766
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.86,566774,68012.88,https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,8.333210809323038
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,4.02,562777,67533.23999999999,https://www.goodreads.com/book/show/78411.The_Bad_Beginning,8.33320993913606
The Graveyard Book,Neil Gaiman,4.15,562524,67502.88,https://www.goodreads.com/book/show/2213661.The_Graveyard_Book,8.333209883639281
"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,4.21,561876,67425.12,https://www.goodreads.com/book/show/8755776-city-of-lost-souls,8.333209741269409
"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.56,561300,67356.0,https://www.goodreads.com/book/show/2767793-the-hero-of-ages,8.333209614442449
World War Z: An Oral History of the Zombie War,Max Brooks,4.02,560050,67206.0,https://www.goodreads.com/book/show/8908.World_War_Z,8.333209338312974
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.86,559812,67177.44,https://www.goodreads.com/book/show/249747.Artemis_Fowl,8.333209285598176
"Legend (Legend, #1)",Marie Lu,4.15,558663,67039.56,https://www.goodreads.com/book/show/9275658-legend,8.333209030473492
"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,3.97,557828,66939.36,https://www.goodreads.com/book/show/301082.Dead_Until_Dark,8.333208844410159
"Neverwhere (London Below, #1)",Neil Gaiman,4.16,557668,66920.16,https://www.goodreads.com/book/show/14497.Neverwhere,8.333208808693692
The Art of War,Sun Tzu,3.95,557158,66858.95999999999,https://www.goodreads.com/book/show/10534.The_Art_of_War,8.333208694710557
The Time Machine,H.G. Wells,3.89,556773,66812.76,https://www.goodreads.com/book/show/2493.The_Time_Machine,8.33320860852615
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,4.26,556425,66771.0,https://www.goodreads.com/book/show/1898.Into_Thin_Air,8.333208530521775
Atonement,Ian McEwan,3.95,556121,66734.52,https://www.goodreads.com/book/show/6867.Atonement,8.333208462300137
The Only One Left,Riley Sager,4.13,549880,65985.59999999999,https://www.goodreads.com/book/show/62703226-the-only-one-left,8.333207045066727
Heart of Darkness,Joseph Conrad,3.43,549862,65983.44,https://www.goodreads.com/book/show/4900.Heart_of_Darkness,8.333207040932681
The Art of Racing in the Rain,Garth Stein,4.23,548626,65835.12,https://www.goodreads.com/book/show/3153910-the-art-of-racing-in-the-rain,8.333206756412741
"Bared to You (Crossfire, #1)",Sylvia Day,4.13,547642,65717.04,https://www.goodreads.com/book/show/20448515-bared-to-you,8.333206528983519
An Abundance of Katherines,John Green,3.51,546962,65635.44,https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines,8.333206371338848
"A Discovery of Witches (All Souls, #1)",Deborah Harkness,4.02,546932,65631.84,https://www.goodreads.com/book/show/8667848-a-discovery-of-witches,8.333206364374908
"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,3.96,542756,65130.72,https://www.goodreads.com/book/show/43822820-the-family-upstairs,8.333205387482474
The Very Hungry Caterpillar,Eric Carle,4.34,541178,64941.36,https://www.goodreads.com/book/show/4948.The_Very_Hungry_Caterpillar,8.33320501441586
Love in the Time of Cholera,Gabriel García Márquez,3.94,539655,64758.6,https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera,8.333204652283214
"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly  Jackson,4.19,539533,64743.96,https://www.goodreads.com/book/show/56905097-as-good-as-dead,8.333204623186115
Perfume: The Story of a Murderer,Patrick Süskind,4.04,537474,64496.88,https://www.goodreads.com/book/show/343.Perfume,8.333204130120246
Kafka on the Shore,Haruki Murakami,4.12,535497,64259.64,https://www.goodreads.com/book/show/4929.Kafka_on_the_Shore,8.333203653122657
Treasure Island,Robert Louis Stevenson,3.85,532578,63909.36,https://www.goodreads.com/book/show/295.Treasure_Island,8.333202942371159
The Unbearable Lightness of Being,Milan Kundera,4.11,531459,63775.079999999994,https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being,8.333202667834085
Hidden Pictures,Jason Rekulak,4.15,530715,63685.799999999996,https://www.goodreads.com/book/show/58724923-hidden-pictures,8.333202484659303
"The Secret (The Secret, #1)",Rhonda Byrne,3.74,524396,62927.52,https://www.goodreads.com/book/show/52529.The_Secret,8.333200907950799
The BFG,Roald Dahl,4.23,519689,62362.68,https://www.goodreads.com/book/show/6319.The_BFG,8.333199708548308
"Marked (House of Night, #1)",P.C. Cast,3.82,519662,62359.439999999995,https://www.goodreads.com/book/show/30183.Marked,8.333199701605698
Hello Beautiful,Ann Napolitano,4.13,513125,61575.0,https://www.goodreads.com/book/show/61771675-hello-beautiful,8.333197999220475
